Record ID,Company Name,Industry,Carbon Emissions (MT),Water Usage (m^3),Energy Consumption (MWh),Waste Generation (MT),Recycling Rate (%),Supply Chain Sustainability Score,Employee Transportation Mode,Renewable Energy Use (%),Sustainability Training,Community Engagement Score,Sustainability Reporting Frequency,Eco-friendly Product Lines (%),Investment in Sustainability (USD),Third-party Sustainability Certification,Customer Feedback Score on Sustainability,Sustainable Packaging Initiatives,Likelihood of Achieving Sustainability Goals,Sustainability_Goals_Segment,Engagement Impact Score,Unrenewable Energy (MWh),Energy Tax,Carbon Tax,Carbon Emissions relative to industry average (%),Water Usage relative to industry average (%),Energy Consumption relative to industry average (%),Waste Generation relative to industry average (%),Energy Tax difference from industry average ($),Carbon Tax difference from industry average ($),Renew-Energy difference from industry (%),Recycling Rate difference from industry (%),Eco-friendly Product Lines difference from industry (%),Sustainable Packaging Initiatives difference from industry,Investment amount difference from industry average ($)
737.0,Company_737,Textile,16028.0,85816.0,2036.0,4271.0,54.71,47.0,Public Transport,71.81,Yes,95.0,Quarterly,53.45,2055649.0,Yes,54.0,3.0,0.64,High,56.99999999999999,573.9484,127.30175512,801.4,-36.875677807746044,-82.59657404554224,-91.95520568808317,-65.78452236191116,-2991.6590346350376,-468.1581863979849,27.096530226700253,3.7323110831234203,9.122764483627208,0.07115869017632237,-465755.46117072133
741.0,Company_741,Textile,35680.0,871151.0,24205.0,4963.0,40.05,83.0,Walking,22.3,No,63.0,Annually,46.07,2507430.0,Yes,72.0,3.0,0.77,High,113.99999999999999,18807.285,4171.4558130000005,1784.0,40.521326167932436,76.66882543642019,-4.359407504937784,-60.240829895145175,1052.4950232449628,514.4418136020151,-22.41346977329975,-10.927688916876583,1.7427644836272052,0.07115869017632237,-13974.461170721333
780.0,Company_780,Textile,9815.0,531363.0,18878.0,19108.0,43.83,45.0,Walking,70.79,Yes,35.0,Quarterly,53.9,57134.0,No,52.0,2.0,0.54,Medium,149.0,5514.263799999999,1223.0637108399997,490.75,-61.344820169891904,7.760052035034735,-25.407845274869466,53.07640990601771,-1895.897078915038,-778.8081863979849,26.076530226700257,-7.147688916876582,9.572764483627203,-0.9288413098236776,-2464270.4611707213
782.0,Company_782,Textile,47027.0,190781.0,35125.0,2795.0,29.68,72.0,Public Transport,14.88,Yes,41.0,Quarterly,12.64,2156512.0,No,69.0,1.0,0.83,High,168.0,29898.4,6631.46512,2351.35,85.21010105659637,-61.30974402189094,38.78850697744517,-77.60892999333684,3512.504330244962,1081.791813602015,-29.833469773299747,-21.29768891687658,-31.687235516372795,-1.9288413098236776,-364892.46117072133
799.0,Company_799,Textile,12585.0,266656.0,38282.0,21051.0,65.06,68.0,Walking,27.14,Yes,41.0,Quarterly,62.45,2365964.0,Yes,86.0,3.0,0.47,Medium,210.0,27892.2652,6186.50442136,629.25,-50.43551317759446,-45.92234605071444,51.26267968998024,68.64200884088228,3067.5436316049627,-640.3081863979849,-17.57346977329975,14.082311083123422,18.122764483627208,0.07115869017632237,-155440.46117072133
807.0,Company_807,Textile,10561.0,53844.0,33646.0,11951.0,57.16,48.0,Bike,40.36,No,98.0,Bi-annually,48.5,493483.0,Yes,75.0,3.0,0.16,Low,77.0,20066.4744,4450.74402192,528.05,-58.40679020012516,-89.08047372177887,32.94457240606748,-4.259149320346575,1331.783232164962,-741.5081863979849,-4.35346977329975,6.182311083123416,4.172764483627205,0.07115869017632237,-2027921.4611707213
808.0,Company_808,Textile,43261.0,128698.0,16484.0,3478.0,42.39,76.0,Public Transport,63.23,No,67.0,Bi-annually,65.84,3306075.0,No,99.0,6.0,0.79,High,148.0,6061.166800000001,1344.3667962400002,2163.05,70.37816960064251,-73.90013385048469,-34.86719575754573,-72.13733757310395,-1774.5939935150375,893.4918136020153,18.516530226700247,-8.58768891687658,21.51276448362721,3.0711586901763224,784670.5388292787
818.0,Company_818,Textile,36434.0,99947.0,31099.0,7592.0,30.86,52.0,Car,21.41,Yes,83.0,Quarterly,17.44,3124553.0,Yes,72.0,2.0,0.16,Low,87.0,24440.704100000003,5420.948169380001,1821.7,43.490863161503654,-79.73081693541775,22.880676967731457,-39.17960519120335,2301.987379624963,552.1418136020152,-23.30346977329975,-20.11768891687658,-26.887235516372794,-0.9288413098236776,603148.5388292787
823.0,Company_823,Textile,42246.0,436284.0,35748.0,3563.0,53.51,70.0,Walking,49.18,Yes,52.0,Bi-annually,70.14,3840799.0,No,88.0,2.0,0.89,High,169.0,18167.1336,4029.47023248,2112.3,66.3807159554505,-11.521903967620828,41.2501508165042,-71.45639268918039,910.5094427249624,842.7418136020153,4.46653022670025,2.5323110831234175,25.812764483627205,-0.9288413098236776,1319394.5388292787
827.0,Company_827,Textile,26837.0,364283.0,16403.0,4451.0,27.95,54.0,Walking,30.82,Yes,51.0,Quarterly,49.19,1279454.0,Yes,50.0,2.0,0.57,Medium,98.0,11347.5954,2516.8966597199997,1341.85,5.694249730067342,-26.12365739526734,-35.187248969365605,-64.3425214312495,-602.064130035038,72.29181360201505,-13.89346977329975,-23.02768891687658,4.862764483627203,-0.9288413098236776,-1241950.4611707213
828.0,Company_828,Textile,26251.0,322209.0,21841.0,644.0,28.49,44.0,Bike,25.42,No,30.0,Bi-annually,47.32,2685795.0,Yes,97.0,4.0,0.49,Medium,323.0,16289.0178,3612.90414804,1312.55,3.3863602363899763,-34.65623574438471,-13.700219761014093,-94.8408411147438,493.9433582849624,42.9918136020151,-19.293469773299748,-22.487688916876582,2.992764483627205,1.0711586901763224,164390.53882927867
829.0,Company_829,Textile,14174.0,459348.0,8560.0,8919.0,37.86,88.0,Car,24.17,Yes,91.0,Bi-annually,61.78,3234389.0,Yes,51.0,4.0,0.37,Low,56.00000000000001,6491.047999999999,1439.7144463999998,708.7,-44.177430574431774,-6.844540583011735,-66.17709267681336,-28.54885388571426,-1679.2463433550379,-560.8581863979848,-20.543469773299748,-13.117688916876581,17.452764483627206,1.0711586901763224,712984.5388292787
832.0,Company_832,Textile,25214.0,960672.0,2272.0,15184.0,43.8,78.0,Public Transport,14.93,Yes,78.0,Bi-annually,45.32,2561308.0,No,98.0,2.0,0.88,High,126.0,1932.7903999999999,428.69291072,1260.7,-0.6977377242643379,94.82362285029421,-91.02270497216355,21.640789617593306,-2690.267879035038,-8.85818639798481,-29.78346977329975,-7.177688916876583,0.9927644836272052,-0.9288413098236776,39903.53882927867
834.0,Company_834,Textile,2452.0,213199.0,47169.0,15230.0,62.36,50.0,Public Transport,31.69,Yes,69.0,Quarterly,21.03,4910553.0,Yes,74.0,0.0,0.76,High,107.0,32221.143900000003,7146.64971702,122.6,-90.3430972039302,-56.76338899430827,86.37765368310637,22.009300966540177,4027.6889272649623,-1146.958186397985,-13.023469773299748,11.382311083123419,-23.297235516372794,-2.9288413098236776,2389148.5388292787
835.0,Company_835,Textile,9829.0,491775.0,45275.0,10699.0,42.23,67.0,Walking,78.06,Yes,73.0,Annually,66.59,4638831.0,Yes,51.0,2.0,0.08,Low,70.0,9933.335,2203.213703,491.45,-61.28968287823409,-0.2683672187766052,78.89394031042933,-14.289066904726635,-915.7470867550378,-778.1081863979848,33.34653022670025,-8.747688916876584,22.26276448362721,-0.9288413098236776,2117426.5388292787
851.0,Company_851,Textile,16809.0,392361.0,1192.0,21047.0,77.66,66.0,Car,17.34,Yes,38.0,Annually,59.79,4489065.0,Yes,58.0,2.0,0.17,Low,153.0,985.3072,218.54113696000002,840.45,-33.79980460883474,-20.429458248846338,-95.29008112976186,68.60996437575648,-2900.4196527950376,-429.1081863979848,-27.37346977329975,26.682311083123416,15.462764483627204,-0.9288413098236776,1967660.5388292787
855.0,Company_855,Textile,3928.0,109137.0,19920.0,17180.0,21.44,49.0,Bike,59.4,Yes,50.0,Annually,35.38,4888422.0,No,69.0,4.0,0.29,Low,138.0,8087.52,1793.811936,196.4,-84.53005131200565,-77.86709123716257,-21.290617537631096,37.63097771537494,-1325.1488537550376,-1073.1581863979848,14.686530226700249,-29.53768891687658,-8.947235516372793,1.0711586901763224,2367017.5388292787
860.0,Company_860,Textile,5762.0,939969.0,7308.0,4195.0,40.63,71.0,Public Transport,52.53,Yes,45.0,Bi-annually,75.31,1614140.0,No,89.0,1.0,0.21,Low,198.0,3469.1076000000003,769.44806568,288.1,-77.3070661048311,90.62506864670586,-71.1240880002514,-66.39336719930164,-2349.5127240750376,-981.4581863979848,7.816530226700252,-10.347688916876578,30.982764483627207,-1.9288413098236776,-907264.4611707213
870.0,Company_870,Textile,39578.0,371500.0,48650.0,13311.0,34.02,71.0,Car,35.99,Yes,39.0,Bi-annually,36.07,3765821.0,Yes,69.0,2.0,0.3,Low,177.0,31140.864999999994,6907.043856999999,1978.9,55.87312351666003,-24.66005474409132,92.22949080292406,6.6359688224304865,3788.083067244961,709.3418136020152,-8.723469773299747,-16.957688916876577,-8.257235516372795,-0.9288413098236776,1244416.5388292787
872.0,Company_872,Textile,5538.0,579782.0,12007.0,22846.0,61.84,71.0,Walking,67.29,Yes,79.0,Annually,49.38,3101251.0,Yes,81.0,4.0,0.81,High,103.0,3927.489699999999,871.1172154599999,276.9,-78.18926277135623,17.57939203327388,-52.55705044047875,83.02196256609172,-2247.843574295038,-992.6581863979849,22.576530226700257,10.862311083123423,5.052764483627207,1.0711586901763224,579846.5388292787
876.0,Company_876,Textile,16677.0,76770.0,11879.0,8672.0,78.83,58.0,Public Transport,38.17,No,66.0,Annually,25.36,1156332.0,No,97.0,5.0,0.87,High,147.0,7344.785699999999,1629.07346826,833.85,-34.319670501608485,-84.43109664254077,-53.062813540638544,-30.52759960723333,-1489.8873214950377,-435.70818639798483,-6.543469773299748,27.852311083123418,-18.967235516372796,2.0711586901763224,-1365072.4611707213
878.0,Company_878,Textile,20995.0,855353.0,47245.0,18790.0,65.96,89.0,Car,65.64,Yes,44.0,Annually,71.27,4468554.0,Yes,53.0,4.0,0.11,Low,120.0,16233.382,3600.5641275999997,1049.75,-17.31375440314626,73.46500186938695,86.67795052382625,50.52887492851542,481.60333784496197,-219.80818639798485,20.92653022670025,14.982311083123413,26.9427644836272,1.0711586901763224,1947149.5388292787
886.0,Company_886,Textile,42964.0,852901.0,44656.0,7527.0,62.39,90.0,Public Transport,61.76,No,97.0,Annually,31.21,4793191.0,Yes,57.0,1.0,0.1,Low,59.0,17076.454400000002,3787.5575859200007,2148.2,69.2084713419016,72.96773795076655,76.4481015682503,-39.70032774949784,668.596796164963,878.641813602015,17.04653022670025,11.41231108312342,-13.117235516372794,-1.9288413098236776,2271786.5388292787
889.0,Company_889,Textile,2018.0,590129.0,23222.0,22017.0,44.12,66.0,Walking,26.66,No,92.0,Annually,25.38,885064.0,No,74.0,4.0,0.1,Low,80.0,17031.0148,3777.4790826400003,100.9,-92.05235324532266,19.67775653815379,-8.243510063196249,76.38074716876659,658.5182928849626,-1168.6581863979848,-18.05346977329975,-6.857688916876583,-18.947235516372796,1.0711586901763224,-1636340.4611707213
899.0,Company_899,Textile,21273.0,75891.0,23922.0,6170.0,76.06,74.0,Car,50.44,Yes,81.0,Bi-annually,39.12,321442.0,No,93.0,3.0,0.65,High,114.99999999999999,11855.7432,2629.6038417600003,1063.65,-16.218885325940956,-84.60935723979497,-5.4776181091973415,-50.57141254343054,-489.35694799503744,-205.90818639798476,5.726530226700248,25.08231108312342,-5.207235516372798,0.07115869017632237,-2199962.4611707213
900.0,Company_900,Textile,15067.0,471371.0,49538.0,18599.0,47.79,95.0,Bike,73.31,No,64.0,Quarterly,13.61,4330667.0,Yes,83.0,2.0,0.4,Low,130.0,13221.6922,2932.57132996,753.35,-40.6604590422579,-4.406284427394534,95.73822231028267,48.99875171875777,-186.3894597950375,-516.2081863979848,28.596530226700253,-3.1876889168765814,-30.717235516372796,-0.9288413098236776,1809262.5388292787
918.0,Company_918,Textile,44389.0,579682.0,9542.0,13193.0,79.37,89.0,Public Transport,42.45,Yes,34.0,Annually,73.63,2762387.0,No,99.0,4.0,0.71,High,291.0,5491.420999999999,1217.9971777999997,2219.45,74.82065995707266,17.559112101845642,-62.2969413927749,5.690657101218947,-1900.963611955038,949.891813602015,-2.2634697732997466,28.392311083123424,29.3027644836272,1.0711586901763224,240982.53882927867
929.0,Company_929,Textile,28912.0,771121.0,13251.0,16625.0,38.57,60.0,Bike,70.93,Yes,38.0,Quarterly,10.7,3490069.0,Yes,50.0,3.0,0.54,Medium,132.0,3852.0656999999987,854.3881722599997,1445.6,13.866384029351531,56.38281002875251,-47.64166531080068,33.184808179168115,-2264.572617495038,176.04181360201505,26.216530226700257,-12.40768891687658,-33.62723551637279,0.07115869017632237,968664.5388292787
943.0,Company_943,Textile,36898.0,830515.0,44926.0,7374.0,49.22,84.0,Car,71.55,Yes,46.0,Annually,64.61,3209529.0,Yes,80.0,1.0,0.0,Low,174.0,12781.447000000002,2834.9249446000003,1844.9,45.318270542162864,68.4278725012409,77.51494560764988,-40.92602854056026,-284.03584515503735,575.3418136020152,26.836530226700248,-1.7576889168765817,20.282764483627204,-1.9288413098236776,688124.5388292787
946.0,Company_946,Textile,12615.0,644470.0,11686.0,12023.0,79.0,89.0,Bike,38.35,No,39.0,Quarterly,50.56,72332.0,No,87.0,3.0,0.96,High,223.0,7204.419,1597.9401342,630.75,-50.3173618383277,30.698074075573263,-53.82540946509824,-3.6823489480819074,-1521.0206555550376,-638.8081863979849,-6.363469773299748,28.02231108312342,6.232764483627207,0.07115869017632237,-2449072.4611707213
954.0,Company_954,Textile,2588.0,452893.0,37883.0,18774.0,34.57,77.0,Car,64.01,No,86.0,Bi-annually,57.98,804272.0,No,85.0,3.0,0.74,High,99.0,13634.091699999997,3024.0415390599996,129.4,-89.80747779925423,-8.153610156704575,49.686121276200865,50.40069706801217,-94.91925069503804,-1140.1581863979848,19.296530226700256,-16.40768891687658,13.652764483627202,0.07115869017632237,-1717132.4611707213
955.0,Company_955,Textile,13523.0,54693.0,20590.0,13271.0,56.67,90.0,Bike,51.47,Yes,92.0,Bi-annually,44.36,1375545.0,No,62.0,4.0,0.08,Low,67.0,9992.327000000001,2216.2981286000004,676.15,-46.74131463652045,-88.90829710395313,-18.643263810232142,6.3155241711723376,-902.6626611550373,-593.4081863979849,6.756530226700249,5.692311083123421,0.0327644836272043,1.0711586901763224,-1145859.4611707213
957.0,Company_957,Textile,17124.0,411812.0,1953.0,10805.0,36.46,89.0,Car,29.9,No,92.0,Bi-annually,64.9,4102239.0,Yes,54.0,2.0,0.05,Low,59.0,1369.0529999999999,303.6559554,856.2,-32.55921554653377,-16.484808786739528,-92.28316144834305,-13.439888578892539,-2815.3048343550377,-413.3581863979848,-14.813469773299751,-14.51768891687658,20.57276448362721,-0.9288413098236776,1580834.5388292787
961.0,Company_961,Textile,39288.0,277351.0,41842.0,11728.0,45.31,81.0,Public Transport,27.74,No,41.0,Bi-annually,55.4,1105627.0,No,76.0,3.0,0.42,Medium,185.0,30235.029200000004,6706.1294765600005,1964.4,54.73099390374803,-43.75340738446426,65.32921591317469,-6.045628251110755,3587.168686804963,694.8418136020152,-16.97346977329975,-5.667688916876578,11.072764483627203,0.07115869017632237,-1415777.4611707213
962.0,Company_962,Textile,27026.0,323710.0,36105.0,23852.0,42.58,78.0,Walking,21.15,Yes,65.0,Annually,65.67,2871945.0,No,58.0,2.0,0.69,High,89.0,28468.7925,6314.378176499999,1351.3,6.438603167447926,-34.35183397364684,42.66075571304364,91.08114554523416,3195.4173867449617,81.7418136020151,-23.56346977329975,-8.397688916876582,21.342764483627207,-0.9288413098236776,350540.53882927867
977.0,Company_977,Textile,12360.0,713191.0,10752.0,5982.0,57.64,62.0,Public Transport,43.3,Yes,95.0,Quarterly,79.7,3074877.0,Yes,73.0,2.0,0.97,High,77.0,6096.384,1352.1779712,618.0,-51.32164822209515,44.63464575237353,-57.51589958657678,-52.07750240434383,-1766.7828185550377,-651.5581863979849,-1.4134697732997523,6.66231108312342,35.37276448362721,-0.9288413098236776,553472.5388292787
983.0,Company_983,Textile,23557.0,794564.0,4012.0,10273.0,75.2,43.0,Car,39.49,No,68.0,Annually,64.84,2322624.0,Yes,98.0,4.0,0.26,Low,144.0,2427.6612,538.45525416,1177.85,-7.223630029765012,61.137034353474625,-84.14748782936627,-17.70180244062592,-2580.5055355950376,-91.70818639798495,-5.2234697732997475,24.222311083123422,20.51276448362721,1.0711586901763224,-198780.46117072133
992.0,Company_992,Textile,28209.0,274537.0,30894.0,20291.0,36.14,76.0,Bike,47.66,Yes,42.0,Bi-annually,56.43,2728441.0,No,90.0,3.0,0.17,Low,214.0,16169.919600000001,3586.48816728,1410.45,11.097704312533804,-44.324084654854914,22.070665752631776,62.553560466977466,467.5273775249625,140.8918136020152,2.946530226700247,-14.83768891687658,12.102764483627205,0.07115869017632237,207036.53882927867
1002.0,Company_1002,Textile,48268.0,860903.0,25537.0,527.0,34.39,45.0,Car,61.57,Yes,46.0,Annually,33.65,2232169.0,Yes,99.0,3.0,0.06,Low,215.0,9813.8691,2176.7161663800002,2413.4,90.09762812426465,74.59053806365425,0.9036897561001372,-95.7781417196739,-942.2446233750375,1143.8418136020152,16.85653022670025,-16.58768891687658,-10.677235516372797,0.07115869017632237,-289235.46117072133
1004.0,Company_1004,Textile,12801.0,410897.0,29209.0,9729.0,64.4,57.0,Car,65.29,No,99.0,Bi-annually,24.96,4494000.0,No,82.0,4.0,0.73,High,83.0,10138.443899999998,2248.7068570199995,640.05,-49.58482353487379,-16.670370159307918,15.412768691934406,-22.059849697736745,-870.2539327350382,-629.5081863979849,20.576530226700257,13.422311083123425,-19.367235516372794,1.0711586901763224,1972595.5388292787
1011.0,Company_1011,Textile,15734.0,134614.0,40985.0,5615.0,79.7,41.0,Public Transport,29.27,No,46.0,Annually,55.3,2317025.0,No,93.0,3.0,0.62,High,202.0,28988.690500000004,6429.691552900002,786.7,-38.03356093256029,-72.70037310719006,61.94297390663602,-55.01758207963735,3310.730763144964,-482.8581863979848,-15.44346977329975,28.722311083123422,10.972764483627202,0.07115869017632237,-204379.46117072133
1012.0,Company_1012,Textile,18246.0,938370.0,34870.0,16715.0,40.64,89.0,Public Transport,61.48,Yes,94.0,Bi-annually,29.19,1320534.0,No,70.0,2.0,0.44,Medium,74.0,13431.924,2979.2007432,912.3,-28.14035545795697,90.30079254316831,37.780932051345566,33.905808644498954,-139.76004655503766,-357.2581863979849,16.766530226700247,-10.33768891687658,-15.137235516372794,-0.9288413098236776,-1200870.4611707213
1017.0,Company_1017,Textile,38240.0,953115.0,43417.0,23272.0,22.89,86.0,Walking,48.49,No,47.0,Bi-annually,23.9,2388018.0,No,51.0,2.0,0.62,High,109.00000000000001,22364.0967,4960.356648059999,1912.0,50.60357378536256,93.29106843226218,71.55247280967222,86.434698101991,1841.3958583049616,642.4418136020151,3.7765302267002525,-28.08768891687658,-20.427235516372797,-0.9288413098236776,-133386.46117072133
1025.0,Company_1025,Textile,44990.0,374720.0,49452.0,10201.0,43.87,48.0,Bike,73.68,Yes,92.0,Quarterly,42.56,2594410.0,No,56.0,9.0,0.08,Low,61.0,13015.766399999997,2886.8969875199996,2249.5,77.18762512038342,-24.007040952102017,95.3984127273628,-18.278602812890586,-232.0638022350381,979.9418136020151,28.966530226700257,-7.107688916876583,-1.7672355163727929,6.071158690176322,73005.53882927867
1042.0,Company_1042,Textile,22239.0,613187.0,7256.0,9660.0,38.42,46.0,Public Transport,16.15,No,66.0,Quarterly,15.0,4242654.0,Yes,92.0,5.0,0.99,High,139.0,6084.156,1349.4658008,1111.95,-12.414412201551306,24.35390312687719,-71.32955425969134,-22.61261672115705,-1769.4949889550378,-157.6081863979848,-28.56346977329975,-12.557688916876579,-29.327235516372795,2.0711586901763224,1721249.5388292787
1044.0,Company_1044,Textile,9794.0,610448.0,21568.0,14421.0,54.09,86.0,Car,49.87,Yes,50.0,Bi-annually,19.22,3404142.0,Yes,78.0,7.0,0.2,Low,156.0,10812.038400000001,2398.1101171200003,489.7,-61.42752610737864,23.798435805057714,-14.778917623073667,15.528307894844119,-720.8506726350374,-779.8581863979848,5.156530226700248,3.112311083123423,-25.107235516372796,4.071158690176322,882737.5388292787
1046.0,Company_1046,Textile,41288.0,754060.0,5266.0,16230.0,69.42,86.0,Public Transport,56.47,No,41.0,Annually,20.34,4682482.0,No,99.0,4.0,0.43,Medium,241.0,2292.2898,508.42987764,2064.4,62.60774985486531,52.922850927780615,-79.19258995748822,30.020417247993898,-2610.5309121150376,794.8418136020152,11.75653022670025,18.44231108312342,-23.987235516372795,1.0711586901763224,2161077.5388292787
1061.0,Company_1061,Textile,9398.0,425296.0,29066.0,21414.0,75.07,47.0,Public Transport,71.86,Yes,62.0,Quarterly,50.5,2389493.0,Yes,93.0,3.0,0.62,High,150.0,8179.1723999999995,1814.14043832,469.9,-62.987123785699865,-13.750262832955753,14.84773647847463,71.55004405105,-1304.8203514350378,-799.6581863979849,27.14653022670025,24.092311083123413,6.172764483627205,0.07115869017632237,-131911.46117072133
1064.0,Company_1064,Textile,32741.0,288597.0,3662.0,8461.0,34.33,53.0,Public Transport,22.78,No,32.0,Annually,65.13,1774696.0,No,56.0,1.0,0.67,High,175.0,2827.7964,627.2052415200001,1637.05,28.946433297765576,-41.47272629604448,-85.5304338063657,-32.21794514262007,-2491.7555482350376,367.4918136020151,-21.93346977329975,-16.647688916876582,20.8027644836272,-1.9288413098236776,-746708.4611707213
1088.0,Company_1088,Textile,39319.0,474723.0,23485.0,3728.0,54.11,48.0,Walking,64.51,No,75.0,Annually,48.64,3894170.0,Yes,86.0,0.0,0.26,Low,114.99999999999999,8334.8265,1848.6645176999998,1965.95,54.85308362099034,-3.7265011259199556,-7.20432494333666,-70.13455850274053,-1270.296272055038,696.3918136020152,19.796530226700256,3.132311083123419,4.312764483627205,-2.9288413098236776,1372765.5388292787
1112.0,Company_1112,Textile,12417.0,446623.0,36239.0,5245.0,55.06,40.0,Bike,42.33,Yes,92.0,Annually,18.35,4469793.0,Yes,83.0,5.0,0.7,High,90.0,20899.031300000002,4635.405142340001,620.85,-51.097160677488304,-9.425161857255175,43.19022645852343,-57.98169510377523,1516.4443525849629,-648.7081863979848,-2.383469773299751,4.082311083123422,-25.977235516372794,2.0711586901763224,1948388.5388292787
1114.0,Company_1114,Textile,9219.0,613120.0,48947.0,3558.0,67.82,86.0,Bike,55.37,Yes,30.0,Annually,25.88,4275641.0,Yes,51.0,3.0,0.82,High,170.0,21845.046100000003,4845.231224980001,460.95,-63.69209344332486,24.34031557282027,93.4030192462636,-71.49644827058765,1726.270435224963,-808.6081863979848,10.656530226700248,16.842311083123413,-18.447235516372796,0.07115869017632237,1754236.5388292787
1115.0,Company_1115,Textile,44942.0,312086.0,14540.0,22374.0,71.83,74.0,Public Transport,32.05,Yes,98.0,Bi-annually,14.66,2199812.0,No,70.0,4.0,0.76,High,71.0,9879.93,2191.368474,2247.1,76.9985829775566,-36.709173202865365,-42.5484728412227,79.24071568124556,-927.5923157550378,977.541813602015,-12.663469773299752,20.852311083123418,-29.667235516372795,1.0711586901763224,-321592.46117072133
1132.0,Company_1132,Textile,6199.0,194938.0,37322.0,7883.0,51.5,82.0,Bike,27.77,Yes,39.0,Quarterly,66.25,2970742.0,Yes,61.0,5.0,0.27,Low,156.0,26957.6806,5979.21355708,309.95,-75.58599492951197,-60.46670727241904,47.46945643878174,-36.84837035330031,2860.2527673249624,-959.6081863979848,-16.94346977329975,0.5223110831234195,21.922764483627205,2.0711586901763224,449337.53882927867
1133.0,Company_1133,Textile,26110.0,342558.0,7603.0,22553.0,45.94,71.0,Public Transport,33.15,Yes,71.0,Annually,65.2,1659862.0,No,75.0,2.0,0.57,Medium,106.0,5082.6055,1127.3218998999998,1305.5,2.8310489418362077,-30.529472498052314,-69.95846210535187,80.67470549562577,-1991.6388898550379,35.941813602015145,-11.563469773299751,-5.037688916876583,20.872764483627208,-0.9288413098236776,-861542.4611707213
1140.0,Company_1140,Textile,21515.0,610114.0,48549.0,9009.0,55.43,89.0,Bike,68.52,No,99.0,Quarterly,63.58,2399712.0,Yes,80.0,3.0,0.27,Low,81.0,15283.225200000003,3389.81934936,1075.75,-15.265797855855764,23.730700834087397,91.83041210670422,-27.827853420383423,270.85855960496247,-193.80818639798485,23.806530226700247,4.452311083123419,19.252764483627203,0.07115869017632237,-121692.46117072133
1150.0,Company_1150,Textile,19719.0,607090.0,27290.0,6671.0,62.82,92.0,Walking,11.54,Yes,52.0,Quarterly,59.53,1013690.0,Yes,97.0,8.0,0.53,Medium,187.0,24140.734000000004,5354.4148012000005,985.95,-22.33912469995909,23.117435707697446,7.8302734637574005,-46.55784328642223,2235.454011444963,-283.6081863979848,-33.17346977329975,11.84231108312342,15.202764483627206,5.071158690176322,-1507714.4611707213
1161.0,Company_1161,Textile,49315.0,467530.0,22172.0,24778.0,64.42,60.0,Walking,27.05,No,61.0,Quarterly,27.12,2422729.0,No,79.0,10.0,0.83,High,130.0,16174.474000000002,3587.4983332,2465.75,94.22110986467456,-5.185236593553203,-12.39234799419461,98.49943922186031,468.53754344496247,1196.1918136020151,-17.66346977329975,13.442311083123421,-17.207235516372794,7.071158690176322,-98675.46117072133
1163.0,Company_1163,Textile,4786.0,849257.0,49283.0,16762.0,48.58,94.0,Car,45.8,Yes,88.0,Quarterly,19.72,1456665.0,Yes,80.0,3.0,0.55,Medium,91.0,26711.386000000002,5924.5854148,239.3,-81.15092300897632,72.2287372495215,94.73064738418307,34.282331109727274,2805.624625044962,-1030.258186397985,1.0865302267002477,-2.3976889168765823,-24.607235516372796,0.07115869017632237,-1064739.4611707213
1169.0,Company_1169,Textile,18467.0,526249.0,39416.0,16613.0,41.15,49.0,Walking,77.86,No,97.0,Bi-annually,63.28,3175389.0,Yes,65.0,3.0,0.48,Medium,67.0,8726.7024,1935.58259232,923.35,-27.269973925358514,6.722936341794582,55.743424655458476,33.08867478379067,-1183.3781974350377,-346.20818639798483,33.14653022670025,-9.827688916876582,18.952764483627206,0.07115869017632237,653984.5388292787
1178.0,Company_1178,Textile,32737.0,839550.0,13917.0,3540.0,47.96,50.0,Bike,53.92,Yes,75.0,Annually,73.24,1657087.0,No,71.0,6.0,0.06,Low,95.0,6412.9536,1422.39310848,1636.85,28.930679785863344,70.26016430578233,-45.010116680281726,-71.64064836365382,-1696.5676812750378,367.29181360201505,9.206530226700252,-3.0176889168765797,28.9127644836272,3.0711586901763224,-864317.4611707213
1182.0,Company_1182,Textile,3833.0,350815.0,23723.0,17222.0,28.12,79.0,Bike,36.85,Yes,51.0,Bi-annually,30.8,1481905.0,No,73.0,3.0,0.63,High,143.0,14981.074499999999,3322.8023241,191.65,-84.90419721968372,-28.854958560022602,-6.263921678977032,37.96744459919599,203.84153434496238,-1077.9081863979848,-7.863469773299748,-22.85768891687658,-13.527235516372794,0.07115869017632237,-1039499.4611707213
1186.0,Company_1186,Textile,23503.0,840889.0,6838.0,22708.0,62.28,41.0,Walking,48.02,No,95.0,Annually,41.62,4896918.0,Yes,85.0,5.0,0.86,High,89.0,3554.3923999999997,788.3642343199999,1175.15,-7.436302440445179,70.53171258760645,-72.98118688365068,81.9164285192511,-2330.5965554350378,-94.40818639798476,3.3065302267002536,11.30231108312342,-2.7072355163727977,2.0711586901763224,2375513.5388292787
1188.0,Company_1188,Textile,9449.0,962277.0,20449.0,18831.0,60.84,77.0,Walking,24.14,Yes,76.0,Bi-annually,66.11,2679919.0,No,96.0,3.0,0.55,Medium,126.0,15512.6114,3440.69720852,472.45,-62.78626650894636,95.14911574971747,-19.20039347525192,50.85733069605502,321.7364187649623,-797.1081863979848,-20.57346977329975,9.862311083123423,21.782764483627204,0.07115869017632237,158514.53882927867
